cycle,range_bin,doppler_bin,output_hex
1295695000,56,27,fff8ff2b
1295705000,56,28,00aa014d
1295715000,56,29,ff9dff5d
1295725000,56,30,008effb0
1295735000,56,31,fefa0019
1300015000,57,0,02fd013e
1300025000,57,1,feb2fef3
1300035000,57,2,ff71fe7c
1300045000,57,3,017f01e2
1300055000,57,4,fe06ff42
1300065000,57,5,023001b9
1300075000,57,6,fcaffef9
1300085000,57,7,0447ff8e
1300095000,57,8,fcb30002
1300105000,57,9,027c0215
1300115000,57,10,fdfffca1
1300125000,57,11,ff6002f5
1300135000,57,12,01cdfd96
1300145000,57,13,ff80011c
1300155000,57,14,003f00b4
1300165000,57,15,0068ff2a
1300175000,57,16,ffc50090
1300185000,57,17,ffcaffbb
1300195000,57,18,ff3900b2
1300205000,57,19,010dff58
1300215000,57,20,ff6cfed8
1300225000,57,21,001800e1
1300235000,57,22,003f013d
1300245000,57,23,fec3fe34
1300255000,57,24,030f01a0
1300265000,57,25,fe20fff9
1300275000,57,26,008ffe4d
1300285000,57,27,ffb4ffe1
1300295000,57,28,007d0228
1300305000,57,29,fee8fe06
1300315000,57,30,017b0002
1300325000,57,31,fd06003c
1304605000,58,0,0071ff71
1304615000,58,1,00a70120
1304625000,58,2,ff6cfecc
1304635000,58,3,013000b1
1304645000,58,4,fd5aff88
1304655000,58,5,03310094
1304665000,58,6,fdaf0056
1304675000,58,7,00a1ff2d
1304685000,58,8,00ba0029
1304695000,58,9,ff7701f7
1304705000,58,10,0060fc06
1304715000,58,11,fde204e6
1304725000,58,12,027cfc76
1304735000,58,13,00b00001
1304745000,58,14,fec900c2
1304755000,58,15,011c0003
1304765000,58,16,fe1b004d
1304775000,58,17,013dffa4
1304785000,58,18,fe4c0066
1304795000,58,19,0150ffcf
1304805000,58,20,ff2aff64
1304815000,58,21,00e70082
1304825000,58,22,01a70028
1304835000,58,23,fd51fecd
1304845000,58,24,015e01e9
1304855000,58,25,fe5dfe95
1304865000,58,26,029400b8
1304875000,58,27,fe5eff06
1304885000,58,28,00940236
1304895000,58,29,fe50fce9
1304905000,58,30,028d0168
1304915000,58,31,fdd20047
1309195000,59,0,01dcffff
1309205000,59,1,fffd0029
1309215000,59,2,ff91ff04
1309225000,59,3,003e028e
1309235000,59,4,fdcafeb6
1309245000,59,5,03c800e1
1309255000,59,6,fd7cff0c
1309265000,59,7,012c0010
1309275000,59,8,ff1effa8
1309285000,59,9,010f0162
1309295000,59,10,fffbfe55
1309305000,59,11,ff4d0236
1309315000,59,12,ffa7fe1c
1309325000,59,13,00c7ffc7
1309335000,59,14,fe86012c
1309345000,59,15,01e3ff0d
1309355000,59,16,ff50011f
1309365000,59,17,004ffeab
1309375000,59,18,feb100bc
1309385000,59,19,01e000f6
1309395000,59,20,ff66fe2e
1309405000,59,21,ff1e01af
1309415000,59,22,00aa0020
1309425000,59,23,0024fdea
1309435000,59,24,ff8602d6
1309445000,59,25,0025fcb2
1309455000,59,26,015f01af
1309465000,59,27,fe05ff62
1309475000,59,28,00e901d4
1309485000,59,29,00b3fe21
1309495000,59,30,00c801e4
1309505000,59,31,fcddfe0d
1313785000,60,0,01ca019f
1313795000,60,1,feb9fec9
1313805000,60,2,0076005d
1313815000,60,3,008bff74
1313825000,60,4,fe6c011e
1313835000,60,5,0489fee3
1313845000,60,6,fbf2008c
1313855000,60,7,00fe0010
1313865000,60,8,fff2fff1
1313875000,60,9,ffcc0027
1313885000,60,10,ff5bff0d
1313895000,60,11,02af03ae
1313905000,60,12,fe2afae6
1313915000,60,13,ffe2026d
1313925000,60,14,008aff53
1313935000,60,15,0000000a
1313945000,60,16,001cff03
1313955000,60,17,004b01fb
1313965000,60,18,fdb2febf
1313975000,60,19,021300bc
1313985000,60,20,fefeff3a
1313995000,60,21,00b70027
1314005000,60,22,ffc601d6
1314015000,60,23,fe74fda2
1314025000,60,24,03c8013d
1314035000,60,25,fcc0ffb5
1314045000,60,26,0029ffa7
1314055000,60,27,0137fff2
1314065000,60,28,ffd40042
1314075000,60,29,fff6ff89
1314085000,60,30,00aa019b
1314095000,60,31,fdc2fe64
1318375000,61,0,fd200007
1318385000,61,1,03460041
1318395000,61,2,fde800c5
1318405000,61,3,0036ff2d
1318415000,61,4,ffce0203
1318425000,61,5,018efddb
1318435000,61,6,ffc100a5
1318445000,61,7,ff51ffd9
1318455000,61,8,ffb80111
1318465000,61,9,0087fea1
1318475000,61,10,0001ff52
1318485000,61,11,fdf702ae
1318495000,61,12,02e4fd48
1318505000,61,13,fe6c00c2
1318515000,61,14,0100ffd1
1318525000,61,15,ffca00dd
1318535000,61,16,ff18ff9d
1318545000,61,17,020400cb
1318555000,61,18,fd4aff53
1318565000,61,19,003eff81
1318575000,61,20,0182ff63
1318585000,61,21,fe4402b1
1318595000,61,22,01b5fd11
1318605000,61,23,feef0229
1318615000,61,24,00fcff5f
1318625000,61,25,002bffb3
1318635000,61,26,ff150136
1318645000,61,27,0091fe40
1318655000,61,28,fff80086
1318665000,61,29,ff9e009a
1318675000,61,30,006a00b1
1318685000,61,31,00e2fe1d
1322965000,62,0,fd9701e7
1322975000,62,1,03e0ff6b
1322985000,62,2,fc7ffeb0
1322995000,62,3,027a020b
1323005000,62,4,fd4a0012
1323015000,62,5,03d4ffb7
1323025000,62,6,fe0dff99
1323035000,62,7,fea3ff2a
1323045000,62,8,020c00a3
1323055000,62,9,fee6ffc8
1323065000,62,10,007bfff9
1323075000,62,11,fef100b2
1323085000,62,12,0072feee
1323095000,62,13,010001bb
1323105000,62,14,ff72febd
1323115000,62,15,ffd4ffd3
1323125000,62,16,0055ff0f
1323135000,62,17,ffa20291
1323145000,62,18,002ffe20
1323155000,62,19,ff920165
1323165000,62,20,ff0aff44
1323175000,62,21,009cffa1
1323185000,62,22,00ffffb9
1323195000,62,23,0037016e
1323205000,62,24,fe98ff5f
1323215000,62,25,01580098
1323225000,62,26,0023ff1b
1323235000,62,27,ffbb0186
1323245000,62,28,ffb2fe2c
1323255000,62,29,ff78ffc9
1323265000,62,30,011e01f5
1323275000,62,31,0002fd65
1327555000,63,0,ff7afe91
1327565000,63,1,012c0032
1327575000,63,2,ff45ffd6
1327585000,63,3,007701a5
1327595000,63,4,0022ff69
1327605000,63,5,fed2ff97
1327615000,63,6,01130036
1327625000,63,7,ff4dff02
1327635000,63,8,00c90171
1327645000,63,9,ffc0ff32
1327655000,63,10,ff3efff1
1327665000,63,11,ff8600b6
1327675000,63,12,00b90022
1327685000,63,13,009cfe90
1327695000,63,14,00ca0150
1327705000,63,15,fefefef8
1327715000,63,16,fe0c00af
1327725000,63,17,02dcffbc
1327735000,63,18,ff010228
1327745000,63,19,ff4dfcef
1327755000,63,20,001a02a7
1327765000,63,21,012afe25
1327775000,63,22,ff2dfffa
1327785000,63,23,fff7009e
1327795000,63,24,fff1003f
1327805000,63,25,01480028
1327815000,63,26,ffd4fec5
1327825000,63,27,ff0a01be
1327835000,63,28,02abff1e
1327845000,63,29,fb50ffe4
1327855000,63,30,03aeff0c
1327865000,63,31,fe820168
